date,area,average_price,code,houses_sold,no_of_crimes,borough_flag,year
2019-01-08,barnet,527996,E09000003,326,2412,1,2019
2019-01-09,barnet,527115,E09000003,239,2604,1,2019
2019-01-10,barnet,525739,E09000003,262,2625,1,2019
2019-01-11,barnet,523582,E09000003,253,2827,1,2019
2001-01-01,bexley,111194,E09000004,369,1711,1,2001
2001-01-02,bexley,111439,E09000004,331,1568,1,2001
2001-01-03,bexley,112505,E09000004,379,1724,1,2001
2001-01-04,bexley,111829,E09000004,328,1752,1,2001
2001-01-05,bexley,112377,E09000004,422,1646,1,2001
2001-01-06,bexley,113776,E09000004,442,1638,1,2001
2001-01-07,bexley,116938,E09000004,506,1743,1,2001
2001-01-08,bexley,119312,E09000004,538,1640,1,2001
2001-01-09,bexley,121239,E09000004,435,1636,1,2001
2001-01-10,bexley,121901,E09000004,514,1914,1,2001
2001-01-11,bexley,123381,E09000004,540,1790,1,2001
2001-01-12,bexley,122434,E09000004,466,1462,1,2001
2002-01-01,bexley,124283,E09000004,319,1664,1,2002
2002-01-02,bexley,124611,E09000004,367,1371,1,2002
2002-01-03,bexley,126576,E09000004,470,1625,1,2002
2002-01-04,bexley,127714,E09000004,458,1535,1,2002
2002-01-05,bexley,131293,E09000004,633,1694,1,2002
2002-01-06,bexley,134081,E09000004,481,1486,1,2002
2002-01-07,bexley,137176,E09000004,584,1551,1,2002
2002-01-08,bexley,139794,E09000004,515,1526,1,2002
2002-01-09,bexley,143736,E09000004,528,1427,1,2002
2002-01-10,bexley,147674,E09000004,461,1520,1,2002
2002-01-11,bexley,150898,E09000004,469,1668,1,2002
2002-01-12,bexley,153740,E09000004,453,1434,1,2002
2003-01-01,bexley,156081,E09000004,342,1599,1,2003
2003-01-02,bexley,156971,E09000004,369,1434,1,2003
2003-01-03,bexley,159465,E09000004,397,1532,1,2003
2003-01-04,bexley,161244,E09000004,375,1597,1,2003
2003-01-05,bexley,163925,E09000004,444,1758,1,2003
2003-01-06,bexley,166075,E09000004,378,1555,1,2003
2003-01-07,bexley,168190,E09000004,422,1573,1,2003
2003-01-08,bexley,168928,E09000004,468,1462,1,2003
2003-01-09,bexley,167863,E09000004,475,1581,1,2003
2003-01-10,bexley,168104,E09000004,542,1759,1,2003
2003-01-11,bexley,167061,E09000004,500,1663,1,2003
2003-01-12,bexley,169878,E09000004,482,1482,1,2003
2004-01-01,bexley,169115,E09000004,454,1617,1,2004
2004-01-02,bexley,173114,E09000004,413,1510,1,2004
2004-01-03,bexley,173004,E09000004,411,1654,1,2004
2004-01-04,bexley,176036,E09000004,456,1523,1,2004
2004-01-05,bexley,176749,E09000004,455,1450,1,2004
2004-01-06,bexley,179977,E09000004,459,1493,1,2004
2004-01-07,bexley,181015,E09000004,575,1540,1,2004
2004-01-08,bexley,183350,E09000004,459,1402,1,2004
2004-01-09,bexley,183688,E09000004,397,1542,1,2004
2004-01-10,bexley,183939,E09000004,336,1538,1,2004
2004-01-11,bexley,185354,E09000004,314,1524,1,2004
2004-01-12,bexley,184354,E09000004,337,1385,1,2004
2005-01-01,bexley,186454,E09000004,229,1511,1,2005
2005-01-02,bexley,183915,E09000004,226,1367,1,2005
2005-01-03,bexley,184119,E09000004,247,1448,1,2005
2005-01-04,bexley,183311,E09000004,286,1609,1,2005
2005-01-05,bexley,184686,E09000004,332,1576,1,2005
2005-01-06,bexley,187768,E09000004,358,1539,1,2005
2005-01-07,bexley,186667,E09000004,464,1637,1,2005
2005-01-08,bexley,188106,E09000004,394,1481,1,2005
2005-01-09,bexley,187908,E09000004,397,1511,1,2005
2005-01-10,bexley,189435,E09000004,378,1613,1,2005
2005-01-11,bexley,188695,E09000004,409,1557,1,2005
2005-01-12,bexley,187080,E09000004,335,1510,1,2005
2006-01-01,bexley,188013,E09000004,285,1659,1,2006
2006-01-02,bexley,187236,E09000004,303,1447,1,2006
2006-01-03,bexley,187450,E09000004,439,1598,1,2006
2006-01-04,bexley,189194,E09000004,326,1553,1,2006
2006-01-05,bexley,189827,E09000004,379,1619,1,2006
2006-01-06,bexley,191156,E09000004,473,1326,1,2006
2006-01-07,bexley,189338,E09000004,457,1327,1,2006
2006-01-08,bexley,193378,E09000004,469,1222,1,2006
2006-01-09,bexley,194017,E09000004,449,1302,1,2006
2006-01-10,bexley,196532,E09000004,481,1481,1,2006
2006-01-11,bexley,196838,E09000004,446,1374,1,2006
2006-01-12,bexley,198996,E09000004,491,1234,1,2006
2007-01-01,bexley,199813,E09000004,391,1354,1,2007
2007-01-02,bexley,199940,E09000004,388,1230,1,2007
2007-01-03,bexley,201599,E09000004,413,1343,1,2007
2007-01-04,bexley,203224,E09000004,361,1323,1,2007
2007-01-05,bexley,205848,E09000004,394,1299,1,2007
2007-01-06,bexley,208174,E09000004,466,1391,1,2007
2007-01-07,bexley,211318,E09000004,496,1466,1,2007
2007-01-08,bexley,211462,E09000004,549,1428,1,2007
2007-01-09,bexley,210593,E09000004,389,1318,1,2007
2007-01-10,bexley,211457,E09000004,454,1421,1,2007
2007-01-11,bexley,215171,E09000004,400,1415,1,2007
2007-01-12,bexley,218432,E09000004,303,1203,1,2007
2008-01-01,bexley,220086,E09000004,252,1359,1,2008
2008-01-02,bexley,219349,E09000004,285,1302,1,2008
2008-01-03,bexley,218909,E09000004,233,1422,1,2008
2008-01-04,bexley,215954,E09000004,229,1333,1,2008
2008-01-05,bexley,215616,E09000004,232,1337,1,2008
2008-01-06,bexley,212632,E09000004,217,1252,1,2008
2008-01-07,bexley,210800,E09000004,211,1333,1,2008
2008-01-08,bexley,208152,E09000004,195,1342,1,2008
2008-01-09,bexley,207084,E09000004,187,1253,1,2008
2008-01-10,bexley,203008,E09000004,158,1361,1,2008
2008-01-11,bexley,197920,E09000004,136,1448,1,2008
2008-01-12,bexley,192879,E09000004,152,1297,1,2008
2009-01-01,bexley,193105,E09000004,82,1269,1,2009
2009-01-02,bexley,188785,E09000004,101,1206,1,2009
2009-01-03,bexley,187076,E09000004,125,1392,1,2009
2009-01-04,bexley,181653,E09000004,134,1290,1,2009
2009-01-05,bexley,182455,E09000004,174,1390,1,2009
2009-01-06,bexley,183344,E09000004,173,1307,1,2009
2009-01-07,bexley,186841,E09000004,230,1366,1,2009
2009-01-08,bexley,189657,E09000004,225,1226,1,2009
2009-01-09,bexley,191210,E09000004,213,1259,1,2009
2009-01-10,bexley,193417,E09000004,233,1293,1,2009
2009-01-11,bexley,194444,E09000004,194,1262,1,2009
2009-01-12,bexley,196623,E09000004,289,1128,1,2009
2010-01-01,bexley,197737,E09000004,126,1139,1,2010
2010-01-02,bexley,201284,E09000004,179,1128,1,2010
2010-01-03,bexley,202291,E09000004,192,1299,1,2010
2010-01-04,bexley,202739,E09000004,201,1214,1,2010
2010-01-05,bexley,199919,E09000004,234,1267,1,2010
2010-01-06,bexley,199807,E09000004,208,1249,1,2010
2010-01-07,bexley,200251,E09000004,249,1191,1,2010
2010-01-08,bexley,201935,E09000004,249,1188,1,2010
2010-01-09,bexley,202870,E09000004,230,1106,1,2010
2010-01-10,bexley,200657,E09000004,231,1159,1,2010
2010-01-11,bexley,200647,E09000004,209,1250,1,2010
2010-01-12,bexley,200352,E09000004,162,947,1,2010
2011-01-01,bexley,200374,E09000004,166,1078,1,2011
2011-01-02,bexley,200399,E09000004,148,972,1,2011
2011-01-03,bexley,198333,E09000004,181,1135,1,2011
2011-01-04,bexley,201059,E09000004,197,981,1,2011
2011-01-05,bexley,201338,E09000004,195,1242,1,2011
2011-01-06,bexley,201073,E09000004,248,1024,1,2011
2011-01-07,bexley,199899,E09000004,224,1093,1,2011
2011-01-08,bexley,199485,E09000004,220,1045,1,2011
2011-01-09,bexley,202298,E09000004,248,937,1,2011
2011-01-10,bexley,202907,E09000004,233,919,1,2011
2011-01-11,bexley,201377,E09000004,237,1039,1,2011
2011-01-12,bexley,199523,E09000004,248,860,1,2011
2012-01-01,bexley,197427,E09000004,186,974,1,2012
2012-01-02,bexley,199186,E09000004,181,925,1,2012
2012-01-03,bexley,198638,E09000004,281,1150,1,2012
2012-01-04,bexley,199593,E09000004,187,984,1,2012
2012-01-05,bexley,200116,E09000004,212,1162,1,2012
2012-01-06,bexley,202550,E09000004,252,1044,1,2012
2012-01-07,bexley,203974,E09000004,281,1067,1,2012
2012-01-08,bexley,205197,E09000004,288,949,1,2012
2012-01-09,bexley,205409,E09000004,210,992,1,2012
2012-01-10,bexley,205919,E09000004,266,1097,1,2012
2012-01-11,bexley,205592,E09000004,283,1021,1,2012
2012-01-12,bexley,206956,E09000004,247,1000,1,2012
2013-01-01,bexley,209192,E09000004,183,1076,1,2013
2013-01-02,bexley,210776,E09000004,195,984,1,2013
2013-01-03,bexley,210530,E09000004,225,960,1,2013
2013-01-04,bexley,210864,E09000004,237,940,1,2013
2013-01-05,bexley,210206,E09000004,282,981,1,2013
2013-01-06,bexley,210388,E09000004,252,922,1,2013
2013-01-07,bexley,209984,E09000004,299,1008,1,2013
2013-01-08,bexley,213354,E09000004,379,925,1,2013
2013-01-09,bexley,216048,E09000004,319,930,1,2013
2013-01-10,bexley,218834,E09000004,331,982,1,2013
2013-01-11,bexley,219391,E09000004,357,1087,1,2013
2013-01-12,bexley,222076,E09000004,319,1119,1,2013
2014-01-01,bexley,224321,E09000004,316,966,1,2014
2014-01-02,bexley,226519,E09000004,306,872,1,2014
2014-01-03,bexley,227503,E09000004,296,1107,1,2014
2014-01-04,bexley,232024,E09000004,277,1054,1,2014
2014-01-05,bexley,236204,E09000004,279,943,1,2014
2014-01-06,bexley,242495,E09000004,334,1048,1,2014
2014-01-07,bexley,249853,E09000004,382,1147,1,2014
2014-01-08,bexley,255183,E09000004,377,970,1,2014
2014-01-09,bexley,258619,E09000004,342,958,1,2014
2014-01-10,bexley,258267,E09000004,353,1054,1,2014
2014-01-11,bexley,260539,E09000004,324,1040,1,2014
2014-01-12,bexley,261988,E09000004,358,1045,1,2014
2015-01-01,bexley,261751,E09000004,278,1077,1,2015
2015-01-02,bexley,261296,E09000004,244,878,1,2015
2015-01-03,bexley,261084,E09000004,261,1066,1,2015
2015-01-04,bexley,261865,E09000004,281,918,1,2015
2015-01-05,bexley,264488,E09000004,343,1088,1,2015
2015-01-06,bexley,267393,E09000004,390,1053,1,2015
2015-01-07,bexley,275330,E09000004,425,1032,1,2015
2015-01-08,bexley,280371,E09000004,355,874,1,2015
2015-01-09,bexley,286281,E09000004,342,991,1,2015
2015-01-10,bexley,286190,E09000004,374,1203,1,2015
2015-01-11,bexley,288718,E09000004,331,1107,1,2015
2015-01-12,bexley,295744,E09000004,318,1059,1,2015
2016-01-01,bexley,307550,E09000004,232,1147,1,2016
2016-01-02,bexley,315289,E09000004,307,1064,1,2016
2016-01-03,bexley,314140,E09000004,445,1105,1,2016
2016-01-04,bexley,311889,E09000004,214,966,1,2016
2016-01-05,bexley,314431,E09000004,233,1060,1,2016
2016-01-06,bexley,320636,E09000004,266,1085,1,2016
2016-01-07,bexley,325381,E09000004,303,1146,1,2016
2016-01-08,bexley,326878,E09000004,297,1044,1,2016
2016-01-09,bexley,329408,E09000004,305,1148,1,2016
2016-01-10,bexley,330194,E09000004,287,1210,1,2016
2016-01-11,bexley,331943,E09000004,278,1205,1,2016
2016-01-12,bexley,331025,E09000004,261,1240,1,2016
2017-01-01,bexley,330066,E09000004,228,1099,1,2017
2017-01-02,bexley,328824,E09000004,254,1147,1,2017
2017-01-03,bexley,328858,E09000004,256,1272,1,2017
2017-01-04,bexley,329046,E09000004,238,1093,1,2017
2017-01-05,bexley,333651,E09000004,234,1192,1,2017
2017-01-06,bexley,336980,E09000004,303,1290,1,2017
2017-01-07,bexley,344041,E09000004,289,1256,1,2017
2017-01-08,bexley,344517,E09000004,351,1217,1,2017
2017-01-09,bexley,339808,E09000004,264,1301,1,2017
2017-01-10,bexley,335705,E09000004,294,1424,1,2017
2017-01-11,bexley,336239,E09000004,298,1345,1,2017
2017-01-12,bexley,340598,E09000004,270,1186,1,2017
2018-01-01,bexley,342096,E09000004,234,1262,1,2018
2018-01-02,bexley,341254,E09000004,228,1097,1,2018
2018-01-03,bexley,339632,E09000004,241,1212,1,2018
2018-01-04,bexley,338476,E09000004,232,1193,1,2018
2018-01-05,bexley,336410,E09000004,235,1313,1,2018
2018-01-06,bexley,341480,E09000004,250,1334,1,2018
2018-01-07,bexley,345693,E09000004,264,1238,1,2018
2018-01-08,bexley,347531,E09000004,294,1243,1,2018
2018-01-09,bexley,346151,E09000004,245,1262,1,2018
2018-01-10,bexley,344681,E09000004,282,1341,1,2018
2018-01-11,bexley,344172,E09000004,316,1410,1,2018
2018-01-12,bexley,343667,E09000004,235,1467,1,2018
2019-01-01,bexley,338708,E09000004,215,1542,1,2019
2019-01-02,bexley,339218,E09000004,219,1349,1,2019
2019-01-03,bexley,336721,E09000004,224,1435,1,2019
2019-01-04,bexley,339948,E09000004,224,1491,1,2019
2019-01-05,bexley,337445,E09000004,232,1606,1,2019
2019-01-06,bexley,339964,E09000004,231,1469,1,2019
2019-01-07,bexley,338721,E09000004,270,1538,1,2019
2019-01-08,bexley,338702,E09000004,295,1525,1,2019
2019-01-09,bexley,334826,E09000004,260,1490,1,2019
2019-01-10,bexley,334510,E09000004,255,1669,1,2019
2019-01-11,bexley,334711,E09000004,250,1528,1,2019
2001-01-01,brent,148306,E09000005,306,2380,1,2001
2001-01-02,brent,150110,E09000005,297,2304,1,2001
2001-01-03,brent,150628,E09000005,363,2488,1,2001
2001-01-04,brent,151874,E09000005,399,2499,1,2001
2001-01-05,brent,154762,E09000005,345,2567,1,2001
2001-01-06,brent,155900,E09000005,425,2682,1,2001
2001-01-07,brent,157755,E09000005,457,2607,1,2001
2001-01-08,brent,160832,E09000005,491,2492,1,2001
2001-01-09,brent,163139,E09000005,408,2330,1,2001
2001-01-10,brent,164317,E09000005,463,2602,1,2001
2001-01-11,brent,163992,E09000005,430,2568,1,2001
2001-01-12,brent,165833,E09000005,341,2310,1,2001
2002-01-01,brent,168671,E09000005,315,2612,1,2002
2002-01-02,brent,171147,E09000005,313,2270,1,2002
2002-01-03,brent,171357,E09000005,408,2357,1,2002
2002-01-04,brent,172097,E09000005,384,2330,1,2002
2002-01-05,brent,175552,E09000005,451,2752,1,2002
2002-01-06,brent,182500,E09000005,396,2477,1,2002
2002-01-07,brent,187986,E09000005,490,2857,1,2002
2002-01-08,brent,192243,E09000005,459,2617,1,2002
2002-01-09,brent,197198,E09000005,432,2424,1,2002
2002-01-10,brent,200451,E09000005,383,2656,1,2002
2002-01-11,brent,203800,E09000005,426,2572,1,2002
2002-01-12,brent,207775,E09000005,346,2217,1,2002
2003-01-01,brent,207790,E09000005,359,2532,1,2003
2003-01-02,brent,210608,E09000005,300,2098,1,2003
2003-01-03,brent,208885,E09000005,304,2541,1,2003
2003-01-04,brent,211477,E09000005,271,2327,1,2003
2003-01-05,brent,213799,E09000005,309,2664,1,2003
2003-01-06,brent,217834,E09000005,346,2661,1,2003
2003-01-07,brent,219436,E09000005,363,2855,1,2003
2003-01-08,brent,219191,E09000005,395,2765,1,2003
2003-01-09,brent,219051,E09000005,394,2732,1,2003
2003-01-10,brent,223658,E09000005,409,2937,1,2003
2003-01-11,brent,222469,E09000005,377,2680,1,2003
2003-01-12,brent,223823,E09000005,399,2453,1,2003
2004-01-01,brent,223971,E09000005,360,2646,1,2004
2004-01-02,brent,227110,E09000005,313,2701,1,2004
2004-01-03,brent,227753,E09000005,368,2866,1,2004
2004-01-04,brent,230879,E09000005,344,2693,1,2004
2004-01-05,brent,235298,E09000005,316,2916,1,2004
2004-01-06,brent,239200,E09000005,411,2894,1,2004
2004-01-07,brent,242024,E09000005,434,2789,1,2004
2004-01-08,brent,244169,E09000005,377,2637,1,2004
2004-01-09,brent,241685,E09000005,278,2663,1,2004
2004-01-10,brent,239922,E09000005,314,2711,1,2004
2004-01-11,brent,239703,E09000005,265,2658,1,2004
2004-01-12,brent,240567,E09000005,296,2381,1,2004
2005-01-01,brent,239247,E09000005,243,2459,1,2005
2005-01-02,brent,236620,E09000005,217,2301,1,2005
2005-01-03,brent,237428,E09000005,235,2732,1,2005
2005-01-04,brent,236872,E09000005,226,2498,1,2005
2005-01-05,brent,237562,E09000005,268,2867,1,2005
2005-01-06,brent,239887,E09000005,277,2791,1,2005
2005-01-07,brent,244437,E09000005,317,2741,1,2005
2005-01-08,brent,246147,E09000005,282,2592,1,2005
2005-01-09,brent,244752,E09000005,294,2750,1,2005
2005-01-10,brent,243405,E09000005,310,2677,1,2005
2005-01-11,brent,246766,E09000005,302,2727,1,2005
2005-01-12,brent,247157,E09000005,303,2577,1,2005
2006-01-01,brent,247766,E09000005,251,2701,1,2006
2006-01-02,brent,246055,E09000005,211,2494,1,2006
2006-01-03,brent,246766,E09000005,320,2698,1,2006
2006-01-04,brent,246980,E09000005,276,2340,1,2006
2006-01-05,brent,249086,E09000005,326,2756,1,2006
2006-01-06,brent,252877,E09000005,335,2638,1,2006
2006-01-07,brent,254617,E09000005,364,2749,1,2006
2006-01-08,brent,254297,E09000005,409,2664,1,2006
2006-01-09,brent,254399,E09000005,398,2412,1,2006
2006-01-10,brent,260294,E09000005,362,2473,1,2006
2006-01-11,brent,261574,E09000005,350,2535,1,2006
2006-01-12,brent,264329,E09000005,335,2332,1,2006
2007-01-01,brent,263524,E09000005,368,2215,1,2007
2007-01-02,brent,271086,E09000005,291,2023,1,2007
2007-01-03,brent,273226,E09000005,339,2337,1,2007
2007-01-04,brent,278703,E09000005,315,2107,1,2007
2007-01-05,brent,279638,E09000005,380,2286,1,2007
2007-01-06,brent,286921,E09000005,397,2407,1,2007
2007-01-07,brent,294878,E09000005,420,2282,1,2007
2007-01-08,brent,298465,E09000005,469,2330,1,2007
2007-01-09,brent,302371,E09000005,332,2301,1,2007
2007-01-10,brent,298208,E09000005,351,2413,1,2007
2007-01-11,brent,299353,E09000005,367,2618,1,2007
2007-01-12,brent,297571,E09000005,256,2027,1,2007
2008-01-01,brent,300895,E09000005,207,2227,1,2008
2008-01-02,brent,300462,E09000005,233,1997,1,2008
2008-01-03,brent,299020,E09000005,240,2146,1,2008
2008-01-04,brent,296954,E09000005,242,2002,1,2008
2008-01-05,brent,297339,E09000005,188,2234,1,2008
2008-01-06,brent,297161,E09000005,166,2138,1,2008
2008-01-07,brent,300839,E09000005,159,2291,1,2008
2008-01-08,brent,295776,E09000005,139,2086,1,2008
2008-01-09,brent,294673,E09000005,140,2125,1,2008
2008-01-10,brent,283265,E09000005,141,2397,1,2008
2008-01-11,brent,277453,E09000005,116,2348,1,2008
2008-01-12,brent,269258,E09000005,89,2061,1,2008
2009-01-01,brent,260421,E09000005,73,2230,1,2009
2009-01-02,brent,263886,E09000005,58,2039,1,2009
2009-01-03,brent,265889,E09000005,70,2421,1,2009
2009-01-04,brent,269542,E09000005,96,2195,1,2009
2009-01-05,brent,261460,E09000005,92,2387,1,2009
2009-01-06,brent,263297,E09000005,104,2443,1,2009
2009-01-07,brent,258776,E09000005,145,2560,1,2009
2009-01-08,brent,262863,E09000005,149,2202,1,2009
2009-01-09,brent,258999,E09000005,149,2144,1,2009
2009-01-10,brent,266586,E09000005,187,2495,1,2009
2009-01-11,brent,268663,E09000005,185,2582,1,2009
2009-01-12,brent,272443,E09000005,263,2218,1,2009
2010-01-01,brent,273218,E09000005,149,2096,1,2010
2010-01-02,brent,277315,E09000005,144,2143,1,2010
2010-01-03,brent,282686,E09000005,218,2639,1,2010
2010-01-04,brent,287902,E09000005,184,2491,1,2010
2010-01-05,brent,289076,E09000005,191,2560,1,2010
2010-01-06,brent,287809,E09000005,219,2440,1,2010
2010-01-07,brent,290683,E09000005,245,2722,1,2010
2010-01-08,brent,296378,E09000005,227,2483,1,2010
2010-01-09,brent,299864,E09000005,204,2389,1,2010
2010-01-10,brent,298963,E09000005,208,2485,1,2010
2010-01-11,brent,296776,E09000005,197,2533,1,2010
2010-01-12,brent,294081,E09000005,203,2151,1,2010
2011-01-01,brent,292494,E09000005,149,2412,1,2011
2011-01-02,brent,289551,E09000005,133,2389,1,2011
2011-01-03,brent,291692,E09000005,164,2443,1,2011
2011-01-04,brent,295596,E09000005,179,2601,1,2011
2011-01-05,brent,299164,E09000005,170,2834,1,2011
2011-01-06,brent,298660,E09000005,182,2757,1,2011
2011-01-07,brent,299866,E09000005,197,2889,1,2011
2011-01-08,brent,301268,E09000005,199,2447,1,2011
2011-01-09,brent,306604,E09000005,206,2391,1,2011
2011-01-10,brent,304678,E09000005,202,2836,1,2011
2011-01-11,brent,306240,E09000005,203,2732,1,2011
2011-01-12,brent,301760,E09000005,207,2475,1,2011
2012-01-01,brent,309545,E09000005,171,2656,1,2012
2012-01-02,brent,305248,E09000005,152,2380,1,2012
2012-01-03,brent,305560,E09000005,198,2639,1,2012
2012-01-04,brent,297525,E09000005,132,2253,1,2012
2012-01-05,brent,301924,E09000005,126,2433,1,2012
2012-01-06,brent,312586,E09000005,148,2297,1,2012
2012-01-07,brent,323765,E09000005,192,2419,1,2012
2012-01-08,brent,333734,E09000005,181,2455,1,2012
2012-01-09,brent,323625,E09000005,195,2049,1,2012
2012-01-10,brent,319367,E09000005,170,2339,1,2012
